text,author
"আমার একটা কাঁচামি আছে, আমি সব-তাতেই অবাক হয়ে যাই ; ইরু ঐখানেই পেয়ে বসেছিল। সে আমাকে কথায় কথায় কেবল তাক লাগিয়ে দিত। কিন্তু, ইরুমাসি তো তোমার চেয়ে ছোটো ছিলেন৷
অন্তত বছর-খানেক ছোটো৷ কিন্তু আমি তার বয়সের নাগাল পেতুম না ; এমন করে আমাকে চালাতো, যেন আমার দুধে-দাঁত ওঠে নি। তার কাছে আমি হাঁ করেই থাকতুম৷
ভারি মজা৷
মজা বই-কি৷ তার কোনো-এক সাতমহল রাজবাড়ি নিয়ে সে আমাকে ছট্‌ফটিয়ে তুলেছিল৷ কোনো ঠিকানা পাই নি৷ একমাত্র সেই জানত রাজার বাড়ির",Robindronath Tagore
"আমি দেখলুম, এর উপরে আর কথা চলবে না। বললুম, নীলুভাই, তুমি আসল কথাটি ধরতে পেরেছ৷ আজকালকার দিনে সবই বাজার নিয়ে৷ তাই আমি দেখেছি, মল্লিকদের দেউড়িতে পাঁচ-সাত দিন অন্তর মুচি আসে দরোয়ানজির নাগরা জুতোয় সুতলা বসাবার ভান করে। তার দৃষ্টি রাস্তার লোকদের পায়ের দিকে।
তখনকার মতো তাকে আমি ঠাণ্ডা করেছিলুম। তার পরে সেই চটি বেরোল বিছানার নীচে থেকে। নীলুর পেয়ারের কুকুর সেটা নিয়ে আনন্দে ছেঁড়াছেড়ি করেছে৷ নীলুর সবচেয়ে দুঃখ হল এই চটির সন্ধান পেয়ে, তার প্রমাণ গেল মারা।
কুসমি বললে, আচ্ছা, দাদামশায়, মানুষ এতবড়ো বোকা হয় কী করে৷ আমি বললুম, অমন কথা বোলো না দিদি, অঙ্কশাস্ত্রে ও পণ্ডিত৷ অঙ্ক ক’ষে ক’যে ওর বুদ্ধি এত সূক্ষ্ম হয়েছে যে, সাধারণ লোকের চোখে পড়ে না। কুসমি নাক তুলে বললে, ওঁর অঙ্ক নিয়ে কী করছেন উনি।",Robindronath Tagore
"আমি বললুম, আবিষ্কার৷ চটি কেন হারায় সেটা উনি সব সময়ে খুঁজে পান না, কিন্তু চাঁদের গ্রহণ লাগায় সিকি সেকেণ্ড দেরি কেন হয়, এ তাঁর অঙ্কের ডগায় ধরা পড়বেই৷ আজকাল তিনি প্রমাণ করতে উঠে পড়ে লেগেছেন যে, জগতে গ্রহ তারা কোনো জিনিসই ঘুরছে না, তারা কেবলই লাফাচ্ছে। এ জগতে কোটি কোটি উচ্চিংড়ে ছাড়া পেয়েছে। এর অকাট্য প্রমাণ রয়েছে ওর খাতায়৷ আমি আর কথা কই নে, পাছে সেগুলো বের করতে থাকেন।
কুসমি অত্যন্ত বিরক্ত হয়ে বললে, ওঁর কি সবই অনাসৃষ্টি৷ খাওয়া-দাওয়া ছেড়ে উচ্চিংড়ের লাফ মেপে মেপে অঙ্ক কষছেন! এ না হলে ওঁর এমন দশা হবে কেন৷
আমি বললুম, ওর ঘরকন্না ঘুরতে ঘুরতে চলবে না, তিড়িং-বিড়িং করে লাফাতে লাফাতে চলবে।
কুসমি বললে, এতক্ষণে বুঝলুম, এ লোকটার কলমই বা হারায় কেন, একপাটি চটিই বা পাওয়া যায় না কেন, আর তুমিই বা কেন ওঁকে এত",Robindronath Tagore
"শুনে আমার মাথামুণ্ডু হবে কী। একটা ঠিকানা পাওয়া গেল৷ সে তো পাওয়া গেল৷ এখন দুটো বাড়ির ভাড়া সামলাবে কেমন করে৷ সে কথা পরে হবে৷ কিন্তু, বাড়ির নম্বর ১৩, গলির নাম শিবু সমাদ্দারের
গলি।
কেরানির হাত ধরে বললে, ভায়া, বাঁচালে আমাকে। তোমার নাম কী বলো, আমি নোটবইয়ে লিখে রাখি। পকেট চাপড়ে বললে, ঐ যা৷ নোটবই আছে এলাহাবাদে৷ মুখস্থ করে রাখব-- ১৩ নম্বর, শিবু সমাদ্দারের গলি৷
কুসমি বললে, এই কলম হারানো ব্যাপারটা তো সামান্য কথা। যেদিন ওঁর একপাটি চটিজুতো পাওয়া যাচ্ছিল না, সেদিন নীলমণিবাবুর ঘরে কী ধুন্দুমার বেধে গিয়েছিল৷ ওঁর স্ত্রী পণ করলেন, তিনি বাপের বাড়ি চলে যাবেন। চাকর বাকররা একজোট হয়ে বললে, যদি একপাটি চটিজুতো নিয়ে তাদের সন্দেহ করা হয় তবে তারা কাজে ইস্তফা দেবে-- তার উপরে সে চটিতে তিন তালি দেওয়া৷",Robindronath Tagore
"আমি বললুম, খবরটা আমারও কানে এসেছিল দেখলেম ব্যাপারটা ; গুরুতর হয়ে দাঁড়িয়েছে৷ গেলুম নীলুর বাড়িতে। বললুম, ভায়া, তোমার চটি হারিয়েছে ?
সে বললে, দাদা, হারায় নি, চুরি গিয়েছে, আমি তার প্রমাণ দিতে পারি। প্রমাণের কথা তুলতেই আমি ভয় পেয়ে গেলুম৷ লোকটা বৈজ্ঞানিক ; একটা দুটো তিনটে ক'রে যখন প্রমাণ বের করতে থাকবে আমার নাওয়া-খাওয়া যাবে ঘুচে৷ আমাকে বলতে হল, নিশ্চয় চুরি গিয়েছে৷ কিন্তু এমন আশ্চর্য চোরের আড্ডা কোথায় যে একপাটি চটি চুরি করে বেড়ায়, আমার জানতে ইচ্ছে করে।
নীলু বললে, ওইটেই হচ্ছে তর্কের বিষয়। এর থেকে প্রমাণ হয় যে, চামড়ার বাজার চড়ে গিয়েছে।",Robindronath Tagore
"লোহা। বাঁ হাতে ডান হাতের কবজি ধরে মাটিতে বসে পড়েছেন ভদ্রলোক। যন্ত্রণায় কাতরে যাচ্ছেন। নীল আলোর বেলুন থেকে সেই প্রাণীটি বেরিয়ে এল, “আপনাকে
প্রথম দেখছি। কিন্তু মনে হয় কোথাও আমাদের সংযোগ হয়েছিল।” অর্জুন বলল, “ইনি আপনার ওই যন্ত্রের পাঠানো সিগন্যাল শুনতে পেতেন। তা ছাড়া পেশায় একজন বিজ্ঞানী । ”
“ধন্যবাদ। আমার যন্ত্র যখন সিগন্যাল ফেরত পাঠাতে শুরু করেছে তখন বোঝা যাচ্ছে তুমি আমার উপকার করেছ। কী দিয়ে এই ঋণ শোধ করতে পারি ?”
“ঋণ কেন বলছ ?”
“নিশ্চয়ই। আজ ভোরের আগে আমি যদি মহাকাশে না পৌঁছতে পারি তা হলে শেষ হয়ে যাব। তোমাকে আমার বন্ধুত্ব দিলাম।”
“ধন্যবাদ। একটা কথা জিজ্ঞেস করছি। ওই যন্ত্রের অর্ধেকটা যে শব্দতরঙ্গ তুলত তা শুনে মহাদেব সেন এবং রামচন্দ্র রায় অস্বাভাবিক হয়ে যেতেন । কিন্তু একজন দৃষ্টিহীনতা আর একজন বাত থেকে মুক্ত হওয়ার পথে পৌঁছেছিলেন। কী করে ?”
“খুব স্বাভাবিক। ওঁদের মস্তিষ্কের যে কোষ শব্দটাকে নিতে পেরেছিল তারাই বলিষ্ঠ হয়ে এই দুটো প্রতিক্রিয়া আনে। কিন্তু পূর্ণমাত্রায় না হওয়ায় ব্যাপারটা খুবই সাময়িক হবে। তুমি চাও এটা পূর্ণতা পাক ?”",Shomoresh Mojumdar
"“আপনি শুয়ে পড়ুন ।""
মহাদেব সেন নির্দেশ পালন করামাত্র তাঁর গলা থেকে তীব্র চিৎকার বের হল। তিনি স্থির হয়ে গেলেন। প্রাণীটি বলল, “কিছুক্ষণ বিশ্রাম নিতে দাও। ওঁর শরীরের সমস্ত বিকল কোষ এখনই জীবন ফিরে পাবে। এই লোকটিকে কী করা যায় ?”
“কিছু না । উনি বিভ্রমে পড়েছেন। তোমার পূর্ণ যন্ত্র নাও।” অর্জুন যন্ত্রটিকে তুলে ধরতে মূর্তিটি ইশারা করল থামতে। তারপর আলোর বেলুনে ঢুকে সে কিছু চালাতেই একটা আলোর রেখা বেরিয়ে এল। তারই আকর্ষণে যন্ত্রটি সোজা চলে গেল নীল আলোর বেলুনের ভেতরে। প্রাণীটি আবার বেরিয়ে এল, “আমার হাতে আর সময় নেই বন্ধু ।
“তোমাকে আমি সারাজীবন মনে রাখব। ” অর্জুন বলে উঠল।
“বিদায় বন্ধু । ” প্রাণীটি আবার নীল বেলুনে ঢুকে গেল। বেলুনটি উড়ে গেল তিস্তার চরে। তার কয়েক সেকেন্ডের মধ্যে কিছু একটা হুস করে উড়ে গেল আকাশে ।
অর্জুনের বুক ভার হয়ে গিয়েছিল। সে মহাদেব সেনকে দেখল।",Shomoresh Mojumdar
"“ভাল করে শুনুন। 11 “নাঃ, আর পাচ্ছি না।' “চেষ্টা করুন।” “দূর ! চেষ্টা করে কি এসব শোনা যায়! কাল কোথায় এসেছিলে তোমরা ?” অর্জুনের বুকের ভেতর যেন ড্রাম বাজছে এখন। সে বলল, “এখানে । ” কিন্তু এটা কী হল ? দুটো যন্ত্র জুড়ে গেলে মহাদেববাবুরাও কিছু শুনতে পান না? অবশ্যই। প্রথম রাত্রে যন্ত্রটা জোড়া ছিল বলে কাভালো থাকা সত্ত্বেও রামচন্দ্র রায় কিছুই শুনতে পাননি। তার মানে এটা এখন শুধু শব্দ গ্রহণ করছে না, পাঠিয়েও যাচ্ছে। বিচ্ছিন্ন অবস্থায় এটা গ্রহণ করত, এরা যেটা পাঠাত তা অতি সূক্ষ্ম বোধসম্পন্ন মস্তিষ্কে গিয়ে আঘাত করত। দীর্ঘ সময় অপেক্ষায় কাটল। শেষপর্যন্ত অবনীবাবু যন্ত্রটি নিয়ে মাটিতে রাখলেন। দপ্‌দপ্ করছে আলো। হঠাৎই দেখা গেল তিস্তার চরে কিছু একটা নেমেছে। মহাদেব সেনকে সে জিজ্ঞেস করল, “আপনি কিছু দেখতে পাচ্ছেন ?” অবনীবাবু বললেন, “আমি পাচ্ছি। আসুক কাছে, রেঞ্জের মধ্যে। ” তিনি রিভলভার বের করে নিলেন। অর্জুন ওঁর হাত ধরল, “কী করছেন আপনি ?”",Shomoresh Mojumdar
"“আই ওয়ান্ট হিম।'
“না। কখনওই নয়। "" “মারব না। এমন আহত করব যাতে পালাতে পারবে না কিন্তু পরে চিকিৎসা করে সারানো যায়। আমি ওকে জীবন্ত চাই।” অবনীবাবু বললেন ।
“এসব কী কথা। ছি ছি ছি। ইউ ক্যাননট ডু দিস।” মহাদেব সেন বললেন ।
“আমাকে আমার কর্তব্য করতে দিন। কারও যদি কোনও আইডেন্টিটি না থাকে তা হলে তাকে অ্যারেস্ট করার সম্পূর্ণ অধিকার আমার আছে।”
এই সময় দেখা গেল তিস্তার চর থেকে একটা নীল আলোর বেলুন ওপরে উঠে এদিকে এগিয়ে আসছে। বেলুনটা যখন কাছে নেমে এল ঠিক তখনই গুলি চালালেন অবনীবাবু। মনে হল জলের মধ্যে একটা পাথর তলিয়ে গেল। সঙ্গে সঙ্গে প্রচণ্ড চিৎকার করে হাত শূন্যে তুললেন ভদ্রলোক। অর্জুন দেখল, ওঁর হাত থেকে মাটিতে কিছু পড়ে গেল । যন্ত্রের শরীর থেকে বেরিয়ে আসা আলোয় মনে হল, একদলা গলিত",Shomoresh Mojumdar
"কাভালোকে যে কথা দিয়ে এসেছে অবনীবাবু তা নাও মানতে চাইতে পারেন। ওপরওয়ালা জেনে যাওয়ার পরে ভদ্রলোক নিজের ওপর আস্থা রাখতে পারছেন না।
“অর্জুন বলল, “এক কাজ করি। চলুন, ওটাকে নিয়ে কালকের স্পটে যাই। গতরাত্রে যে এসেছিল তাকে বলি সমস্ত ব্যাপারটা। ""
হঠাৎ অবনীবাবুর চোখ চকচক করে উঠল। একটু ভাবলেন। তারপর উঠে দাঁড়ালেন, “চলুন। আপনার কথা রাখছি। তবে আজ আমি সঙ্গে রিভলভার রাখব।”
“গতরাত্রে ও আমাকে আঘাত করেছিল। আজ আমার পালা।” অর্জুন বুঝল গোলমাল হবে। কিন্তু এ ছাড়া পুলিশের লকার থেকে যন্ত্রটাকে বের করার অন্য কোনও উপায় নেই।
অবনীবাবু চেয়েছিলেন একটা বিরাট বাহিনী নিয়ে যাবেন যাতে প্রাণীটিকে গ্রেফতার করা সহজ হয়। ওই প্রাণী, যন্ত্রটি একসঙ্গে প্রচারমাধ্যমে হাজির করলে আর দেখতে হবে না। কিন্তু অর্জুন এতে কিছুতেই রাজি হল না। সে বোঝাল, প্রাণীটি বেশি মানুষের উপস্থিতি টের পাবেই এবং সেক্ষেত্রে সে আর নীচে নামবে না ।",Shomoresh Mojumdar
"যন্ত্রটাকে বের করে কোলে নিয়ে গাড়িতে উঠেছিলেন অবনীবাবু। মহাদেব সেন যেতে চান শুনে খুব একটা খুশি হলেন না। জিপের সামনে ওঁর পাশে অর্জুন বসে ছিল। মহাদেব সেন তৈরি ছিলেন। অর্জুন তাঁকে সামনের আসন ছেড়ে পেছনে চলে গেল। তিস্তা ঠোঁট ফুলিয়ে বলল, “ঠিক আছে, মনে রাখব, তোমরা আমাকে নিলে না।”
হেসে ফেলল অর্জুন, “তুমি গিয়ে কী করতে “অটোগ্রাফ নিতাম।” তিস্তা বলল।
?”
তিস্তার চরের কাছে পৌঁছে মহাদেব সেন বললেন, তিনি সেই শব্দটা শুনতে পাচ্ছেন। খুব ক্ষীণ। অর্জুন দেখল, অবনীবাবুর হাতে ধরা যন্ত্র থেকে সবে আলোর ছিটে বের হচ্ছে। সে অবনীবাবুকে বলল, “যন্ত্রটা একবার দেখি। আলোটা অদ্ভুত লাগছে।”
নিজে লক্ষ্য করে বুঝতে না পেরে ভদ্রলোক শেষপর্যন্ত অর্জুনের হাতে ওটা দিলেন। অন্ধকারে হাঁটতে অসুবিধে হচ্ছিল না, কারণ মহাদেব সেনের হাতে টর্চ ছিল। অর্জুন চট করে কাঁধে ঝোলানো ব্যাগে হাত ঢুকিয়ে অন্য যন্ত্রাংশটি বের করল। তারপর আন্দাজে চেষ্টা করল আংটা দুটোকে জুড়ে দিতে । পাঁচ-ছ’ পা যাওয়ার পর সে দুটো লেগে যেতেই মহাদেব সেন বলে উঠলেন, “যাঃ। ""
অবনীবাবু জিজ্ঞেস করলেন, “কী হল ?” “শব্দটা হারিয়ে গেল। """,Shomoresh Mojumdar
"আসছে। পৃথিবী থেকে না চলে গেলে ও আর কখনওই যেতে পারবে না। অথচ ওর মহাকাশের জাহাজকে ওড়াবার জন্যে ওই যন্ত্রটাকে সম্পূর্ণ পাওয়া দরকার !”
“হ্যাঁ। কাভালো ফিরে এসেছেন। তাঁর কাছে আমি যন্ত্রের আর-একটা অংশ পেয়েছি।”
“বাঃ। গুড। তা হলে চলো, ওকে ফিরিয়ে দিয়ে আসি।”
“হ্যাঁ। আমি সন্ধেবেলায় আপনার কাছে আসব । কিন্তু আমি চাই না বেশি লোক ব্যাপারটা জানুক। আমাদের অতিথি বাজে লোকদের সহ্য করতে পারে না। ""
“ঠিক আছে, আর কেউ জানবে না।”
পাশে দাঁড়িয়ে তিস্তা এতক্ষণ সব শুনছিল। এবার আবদারে গলায় বলল, “দাদু, আমি তোমার সঙ্গে যাব। প্লিজ দাদু, কেউ কিছু জানতে পারবে না।”
মহাদেব সেন মাথা নেড়ে যাচ্ছিলেন।",Shomoresh Mojumdar
"সন্ধে নাগাদ অর্জুন থানায় এল একটা ব্যাগ নিয়ে। অবনীবাবু নিজের চেয়ারে বসে ছিলেন। দেখামাত্র হাসলেন, “কী ব্যাপার অর্জুনবাবু ?” “যন্ত্রটা চাই । ” অর্জুন বলল । “কেন ?” “যার জিনিস তাকে ফিরিয়ে দিতে হবে না ?"" “জিনিসটা কার ?” “আরে, কাল দেখলেন না ?"" “সত্যি বলতে কী, গতরাত্রের ব্যাপারটা আমার কাছে দুঃস্বপ্নের মতো। তা ছাড়া কলকাতা থেকে বড়সাহেবরা জানিয়েছেন, ওটাকে অবিলম্বে সেখানে পাঠিয়ে দিতে। ” “অসম্ভব।” “কেন ?” “ওটা আজই ফিরিয়ে দিতে হবে। ” “না মশাই। ওপরওয়ালারা আমাকে ছাড়বে না ওটা দেখতে না পেলে।"" “অবনীবাবু, আপনি বুঝতে পারছেন না কেন, একটি প্রাণের নিরাপত্তা নষ্ট হয়ে যাবে ওটা আজ ফেরত না পেলে !” “এটা একা তো কিছু উপকার করবে না। ওর আর একটা অংশ না পেলে কোনও কাজ দেবে ? মাথাটা ঠাণ্ডা করুন । হঠাৎ অর্জুনের মনে হল, অবনীবাবু আজ স্বাভাবিক নন । এখন এই অবস্থাতে কাভালোর ফিরে আসার কথা বলা ঠিক হবে না।",Shomoresh Mojumdar
"অসুবিধে হচ্ছিল। ওটাকে এক জায়গায় দাঁড় করিয়ে সে হেঁটে চরের সেই জায়গায় গেল যেখানে নীল আলোর বেলুনকে সে প্রথম দেখেছিল। বালির ওপর কোনও ভারী জিনিস চেপে বসেছিল এখানে, অর্জুন স্পষ্ট দেখতে পেল। আর কোথাও কিছু নেই। বালি নিয়ে হাওয়া খেলা করে যাচ্ছে তিস্তার চরে। সে ফিরে এল বাইকের কাছে। বেলা তিনটে খুব অসময় নয়। অর্জুন মহাদেব সেনের বাড়ির সামনে বাইকে এসে একটু ভাবল। তারপর এগিয়ে গিয়ে দরজার কড়া নাড়ার আগেই সেটা খুলে গেল। তিস্তা দাঁড়িয়ে আছে। অর্জুনকে দেখে হাসল সে, “কাল দাদুকে সাত-তাড়াতাড়ি পাঠিয়ে দেওয়ার জন্যে আমরা সবাই আপনাকে ধন্যবাদ দিয়েছি, শুধু দাদু একটু অপ্রসন্ন হয়েছেন আপনার ওপর।” “কেন ?” “কাল ওঁকে বাড়িতে পাঠিয়ে দিয়েছিলেন, তাই ।” “উনি কী বিশ্রাম করছেন ?"" “না। আসুন।”",Shomoresh Mojumdar
"দোতলায় উঠে মহাদেব সেনের কাছে পৌঁছে অর্জুন দেখল তিনি মগ্ন হয়ে বই পড়ছেন। চোখে চশমা ঠিকই, কিন্তু এটাই তো দু'দিন আগে অবিশ্বাস্য ছিল। তিস্তা ডাকতে তিনি মুখ ফেরালেন কিন্তু মাথা পরিষ্কার হল না তৎক্ষণাৎ। অর্জুন বলল, “পড়তে অসুবিধে হচ্ছে না ?”
“অ্যাঁ ? ও, অর্জুন। খুব সামান্য। আগে তো পড়তেই পারতাম না। তোমরা আমাকে হঠাৎ এড়িয়ে চলছ কেন হে ? গত রাত থেকে কোনও পাত্তা নেই ?""
“কোথায় এড়িয়ে চলেছি ? আপনার সূত্র অনুসরণ করেছি।
“তার মানে ?”
“গত রাত্রের কথা আপনার মনে আছে ?""
“হ্যাঁ, তোমরা আমাকে জোর করে থানার বাইরে নিয়ে এসেছিলে !” “কারণ, আপনি একটু একটু করে প্রভাবিত হয়ে পড়ছিলেন। বেরোবার আগে আপনি শব্দের দূরত্ব এবং দিক অনুমান করেছিলেন কী করে ?”
“খুব সোজা। উত্তর দিকে কান পাতলে আওয়াজটা স্পষ্ট হচ্ছিল । এবার অর্জুন মহাদেব সেনকে গতরাত্রের অভিজ্ঞতা খুলে বলল। শুনতে-শুনতে বৃদ্ধ সোজা হয়ে বসলেন। অর্জুন কথা শেষ করলে বললেন, “কী বলব একে ? অলৌকিক ? এত বছর মহাকাশ নিয়ে কাজ করেছি, কখনওই তো এমন অভিজ্ঞতা হয়নি ? ফ্লাইং সসার জাতীয় ব্যাপারগুলো উত্তেজিত করত এবং সেই পর্যন্ত। কিন্তু ওকে তুমি কীভাবে সাহায্য করবে ? আমার মনে হয় ওর জ্বালানি শেষ হয়ে",Shomoresh Mojumdar
"“আমি তো দেখিনি। মনে হয় ব্যাপারটা সত্যি নয়।
“আপনি কী চান ?""
“বাড়ি যেতে চাই। কোনওদিন অন্যায় কাজ করিনি, এবার করার কথা ভেবেছি। কিন্তু সত্যি বলছি, করিনি। আর কখনও করব না।” “তা হলে আপনার চলবে কী করে ?”
“জানি না।”
“আপনি জানেন আপনার ওই যন্ত্রের কল্যাণে রামচন্দ্রবাবুর পায়ের পুরনো বাতের ব্যথা কমে গিয়েছিল। মাঝরাত্রে মাইলের পর মাইল ওই শরীরেও তিনি হেঁটে গেছেন রোজ। অজান্তে একটা উপকার করেছেন আপনি ?”
এই সময় রামচন্দ্রবাবু ফোঁস করে দীর্ঘশ্বাস ছাড়লেন, “কোথায় আর সারল ? আজ সকালেই ওটা একটু একটু করে ফিরে আসছে। ""
অর্জুন উঠল, “মিস্টার কাভালো, এখন কয়েকটা দিন আপনি আপনার বন্ধুর কাছে বিশ্রাম নিন। উনি যন্ত্রটির অভাবে রাত্রে ঘুমোতে পারছেন না। আপনার সঙ্গ পেলে সমস্যাটির সমাধান হবে। যেহেতু এই যন্ত্রাংশটি আপনি যে কোনও কারণেই হোক ফিরিয়ে এনেছেন, তাই মনে হয় পুলিশ আপনার বিরুদ্ধে কোনও স্টেপ নেবে না। আচ্ছা, চলি, নমস্কার।""",Shomoresh Mojumdar
"কৃতজ্ঞতার ছাপ ফুটে উঠল কাভালোর মুখে। অর্জুন যন্ত্রাংশ নিয়ে বাইরে বেরিয়ে এল। এখন রোদ উঠে গেছে। সে একটা রিকশায় চেপে সোজা কদমতলায় যেতে বলল। আজ বিকেল পর্যন্ত একটানা ঘুমোবার জন্যে ছটফট করছিল সে।
ঠিক বারোটা নাগাদ ঘুম ভেঙে গেল অর্জুনের। ঘরের সবক'টা দরজা-জানলা বন্ধ করে শুয়ে ছিল, যাতে চোখে আলো না ঢোকে। তবু ঘুম ভাঙল এবং আর এল না। খিদে পাচ্ছিল বেশ। মা বাড়িতে নেই। কাজের মেয়েটি রান্নাবান্না করে বসে আছে। স্নান সেরে ভরপেট খেয়েও নতুন করে ঘুম এল না। অমলদা বলতেন পৃথিবীর প্রতিভাবান মানুষেরা দিনে রাতে চারঘণ্টার বেশি ঘুমোন না। এই হিসেবে সে প্রতিভাবান মানুষের পর্যায়ে পড়ছে আজ ! এটা এমন সময় যে, যার বাড়িতেই যাবে সে বিরক্ত হবে। অর্জুন বাইক বের করতে গিয়ে হোঁচট খেল। গতকাল সে ওটাকে থানায় রেখেই বেরিয়েছে। অতএব রিকশা নিয়ে থানায় পৌঁছে গেল সে। খবর নিয়ে জানল অবনীবাবু নিজের কোয়ার্টার্সে ঘুমোচ্ছেন ।
বাইকে চেপে অর্জুন ছুটল জলপাইগুড়ি বাইপাশের দিকে। ব্রিজ থেকে বাঁ দিকের চরে নেমে গেল সে। বালির ওপর বাইক চালাতে ১৩৮",Shomoresh Mojumdar
"বিক্রি করেননি কেন ?”
“আমি গুয়াহাটিতে পৌঁছবার দিন-দুই আগে মাইকেলের কাছ থেকে খবর পেয়ে পুলিশ লোকটাকে গ্রেফতার করেছিল। আমি শহরে পৌঁছতেই পুলিশ আমার পেছনে লাগে। অনেক কষ্ট করেছি ওদের চোখে ধূলো দেওয়ার। আমার পকেটের পয়সাও শেষ হয়ে গিয়েছিল। ” কাভালো বলল।
“এত দেরি করলে কেন এখানে ফিরতে ?” রামচন্দ্র রায় জিজ্ঞেস করলেন।
“পুলিশের ভয়ে। রাজাভাতখাওয়া নামের একটা জায়গায় ধর্মশালায় অন্য নাম নিয়ে পড়ে ছিলাম কিছুদিন। তারপর আমি কুচবিহারে। আমার দ্বারা স্মাগলিং ব্যবসা হবে না। কিন্তু তুমিও পুলিশকে সব বলে দিয়েছ। এখন আর আমার পরিত্রাণ নেই।” কাভালো খুব দুঃখের সঙ্গে নিঃশ্বাস ফেলল।
“কিন্তু তুমি তো কোনও বড় অন্যায় করনি ?” রামচন্দ্র রায় বললেন । “পুলিশ সে কথা বিশ্বাস করবে বলে ভেবেছ? করবে না। ” মাথা
নাড়ল কাভালো ।",Shomoresh Mojumdar
"অর্জুন যন্ত্রটিকে দেখছিল । আগাগোড়াই ধাতব বস্তুতে মোড়া। নীচে একটা আংটা রয়েছে। ওর মনে পড়ল যে যন্ত্র নিয়ে অবনীবাবু চলে গিয়েছেন, তার গায়ে এমন একটা ব্যবস্থা ছিল। অর্থাৎ, এই বস্তুটি ওই যন্ত্রের গায়ে আটকে যাবে। সে শুনতে পেল, কাভালো তার মাতৃভাষায় কিছু বলল রামচন্দ্রবাবুকে। রামচন্দ্রবাবু উত্তর দিলেন কিন্তু সেটা কাভালোকে খুশি করল না। এবার রামচন্দ্র রায় অর্জুনকে জিজ্ঞেস করলেন, “আপনার কী মনে হয় পুলিশ কাভালোকে অ্যারেস্ট করতে পারে ? ও যে অর্থাভাবে স্মাগলিং বিজনেসে যেতে চেয়েছিল তা সত্যি, কিন্তু ও সেটা আরম্ভ করেনি। এই যন্ত্রটার মালিক কে তাই বোঝা যাচ্ছে না। ও নীল আলোর বেলুনে চাপা একজনের কথা বলছে। সে কে বলে আপনার মনে হয় ?""
“ভিন্ন গ্রহের মানুষ । “অ্যা। যাঃ, কী যে বলেন ! পৃথিবীর বাইরের কোনও গ্রহে মানুষ আছে নাকি ? দানিকেনের গপ্পো নিশ্চয়ই শোনাবেন না। যা বলছিলাম, কাভালোকে একটু সাহায্য করুন। আপনার সঙ্গে দারোগাবাবুর বেশ ভাব আছে, দেখুন না।” রামচন্দ্র রায় বললেন।
অর্জুনের ঘুম পাচ্ছিল না আর। দ্বিতীয় যন্ত্রাংশ হাতে পাওয়ার পর বেশ তাজা লাগছিল নিজেকে। সে কাভার্লোকে জিজ্ঞেস করল, “নীল আলোর বেলুনটাকে আপনার কী মনে হয় ?” ",Shomoresh Mojumdar
"হঠাৎই টাকা রোজগারের সুযোগ আসায় আমি খুব আনন্দিত হলাম। কিন্তু সেই রাত্রে ওর অবস্থা এত খারাপ হল আমি হাসপাতালে না নিয়ে গিয়ে পারিনি। পরে খবর নিয়ে জেনেছি ওর ডান পা বাদ দিতে হয়েছে। পুলিশ ওকে গ্রেফতার করেছে। আমার ভয় হত আশ্রয় দেওয়ার অপরাধে পুলিশ আমাকেও ধরবে। তাই আমার সুটকেসে ওটাকে ভরে অসমে যাব বলে বেরিয়ে পড়লাম। কলকাতায় এসে মনে পড়ল রায় এখানে আছে। তাই একটা রাত ওর কাছে কাটিয়ে আমি গুয়াহাটি চলে গিয়েছিলাম।'
“সম্পূর্ণ যন্ত্রটাকে নিয়ে যাননি কেন ?” অর্জুন জিজ্ঞেস করল । “তার মানে ?” কাভালো চমকে উঠল।
“আপনি জানেন। যাওয়ার আগে আপনি সুটকেস খুলেছিলেন। যন্ত্রটার আর একটা অংশ আপনি বিচ্ছিন্ন করে নিয়ে গিয়েছেন। কিন্তু কেন ?” অর্জুন স্পষ্ট বলল ।
কাভালো মুখ নিচু করল। তারপর বলল, “আপনি বুঝতে পেরেছেন দেখছি। হ্যাঁ, ঠিক তাই। বাড়িতে বসেই দেখেছিলাম মূল যন্ত্রটার গায়ে আর-একটা যন্ত্র লাগানো আছে। দুটোই একই ধাতুতে তৈরি। সেই ছোট যন্ত্রটিকে খুলে আমি অসমে নিয়ে যাব বলে ঠিক করলাম। যদি ওখানে ভাল দাম পাই তা হলে বাকিটাকে নিয়ে যাব। রায়ের কাছে রেখে গেলে সেটা কখনওই হাতছাড়া হবে না বলে বিশ্বাস ছিল ।",Shomoresh Mojumdar
